Type,Immediate_vs_Future,Segment,Package_Type,Mega_Flavor,Seasonality,q2_2018,q3_2018,q4_2018,q1_2019,sales
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ASSORTED,EVERYDAY,38549,36108,11715,4768,1373
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,6339,2962,925,589,390
FRUITY CHEWY,FUTURE,MAINLINE,BOX,ASSORTED,EVERYDAY,156655,339,107,586,685
NOVELTY,FUTURE,KIDS NOVELTY,BOX,FRUIT,EVERYDAY,174,24,7922,489989,384
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,53228,11116,3484,1322,542
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,69996,107012,45724,11853,11613
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,18573,317,131,27841,68574
LICORICE,IMMEDIATE,LICORICE,SHARE SIZE,ALL OTHER,EVERYDAY,169,8,730,101064,73892
JELLY BEANS,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,28523,12,13,15247,66576
HARD CANDY,IMMEDIATE,NOT APPLICABLE,SINGLE SIZE,ALL OTHER,SEASONAL,463,205,122,68,74
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,ASSORTED,EVERYDAY,1281,208,764,14,380
HARD CANDY,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,93,20,11,16,21
FRUITY CHEWY,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,187221,181655,170570,66802,38179
LICORICE,IMMEDIATE,LICORICE,CHANGEMAKER,ALL OTHER,EVERYDAY,1331,3137,3603,2991,3663
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,476,2865,2608,3004,1916
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,264,109,29,10,30
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,49,16,531605,8237,3667
FRUITY CHEWY,FUTURE,MAINLINE,BOX,FRUIT,EVERYDAY,419,436,484,283800,140062
LICORICE,FUTURE,LICORICE,TUB,FRUIT,EVERYDAY,21,4,7,7,30
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,144210,138645,160963,169803,71774
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,10776,11876,10557,5175,23120
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,12,268,216,21,2664
AO CHEWY,FUTURE,CLASSIC FAVORITES,STANDUP BAG,CARAMEL,EVERYDAY,961,407,1466,958,2443
FRUITY CHEWY,IMMEDIATE,MAINLINE,SHARE SIZE,FRUIT,EVERYDAY,146,155,195,146,504
AO CHEWY,FUTURE,ETHNIC,ALL OTHER,ALL OTHER,EVERYDAY,141,135,57,40,388
JELLY BEANS,FUTURE,CLASSIC FAVORITES,TUB,ASSORTED,EVERYDAY,519,590,667,372,935
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,112,999,237,42,216
JELLY BEANS,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,FRUIT,EVERYDAY,49,23,47,31,113
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,NUT,EVERYDAY,3588,3155,3116,1429,10882
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,1659,21,29,7,42
NOVELTY,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,ALL OTHER,EVERYDAY,6764,5411,4966,6786,36494
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,ALL OTHER,EVERYDAY,17246,18300,14499,10850,9221
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,1394,361,38,101,2304
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,23962,23044,19364,19820,75001
NOVELTY,FUTURE,KIDS NOVELTY,BOX,ASSORTED,EVERYDAY,8424,5467,9143,9274,1505
JELLY BEANS,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ASSORTED,EVERYDAY,54,340,539,778,730
NOVELTY,FUTURE,KIDS NOVELTY,PEG BAG,FRUIT,EVERYDAY,249,279,199,527,700
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ASSORTED,EVERYDAY,4783,4092,801,1175,11218
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,2840,2463,890,1570,4570
NUT,FUTURE,NUT,PEG BAG,ALL OTHER,EVERYDAY,234,388,8940,1619,14897
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,120,519,11708,1602,812
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,397,615,9804,1494,1029
HARD CANDY,FUTURE,MAINLINE,PEG BAG,ASSORTED,EVERYDAY,620,304,256,293,980
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,19373,10905,11220,6949,36537
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,2244,2866,2709,2807,5822
GUMMY,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,912,969,1405,1154,2304
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,17,14,10,4,77
AO CHEWY,FUTURE,CLASSIC FAVORITES,BOX,ALL OTHER,EVERYDAY,1110,27,15,9,11
JELLY BEANS,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,ASSORTED,EVERYDAY,4,3,491,128119,185100
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,3312,1,1,206645,564625
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,SOUR,EVERYDAY,11641,9512,12242,11924,3354
FRUITY CHEWY,FUTURE,ETHNIC,ALL OTHER,FRUIT,EVERYDAY,6821,14109,9355,9117,16154
NUT,FUTURE,NUT,BOX,NUT,EVERYDAY,55683,2353,893,15998,47655
GUMMY,IMMEDIATE,NOT APPLICABLE,SHARE SIZE,SOUR,SEASONAL,7426,5471,1621,1172,503
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,ALL OTHER,EVERYDAY,2964,2390,2938,3302,6254
AO CHEWY,FUTURE,CLASSIC FAVORITES,TUB,ASSORTED,EVERYDAY,356,173,511,264,286
LOLLIPOP,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,891,962,768,99,378
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,92,123,78,120,292
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,704,52,3,601,2551
HARD CANDY,FUTURE,ETHNIC,LAYDOWN BAG,FRUIT,EVERYDAY,984,1092,887,2182,4881
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,CHANGEMAKER,ALL OTHER,EVERYDAY,1163,437,371,615,2417
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,130,208,130,149,643
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,CARAMEL,EVERYDAY,322,211,211,254,211
NUT,FUTURE,NUT,STANDUP BAG,ALL OTHER,EVERYDAY,647,620,539,1071,740
AO CHEWY,FUTURE,ETHNIC,PEG BAG,SOUR,EVERYDAY,4691,1963,488,772,777
GUMMY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,36735,25330,26351,14078,5223
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,40851,15679,77325,79443,20052
HARD CANDY,IMMEDIATE,ETHNIC,SINGLE SIZE,FRUIT,EVERYDAY,12381,11690,8920,10199,21260
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ASSORTED,EVERYDAY,1670,298,64,43,2860
NUT,FUTURE,NOT APPLICABLE,BOX,NUT,SEASONAL,1643,352,57,36,1822
JELLY BEANS,FUTURE,CLASSIC FAVORITES,TUB,ASSORTED,EVERYDAY,21081,34540,30101,8697,2840
NUT,FUTURE,NUT,STANDUP BAG,NUT,EVERYDAY,684,572,205,190,302
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,27115,1080,302,26468,57440
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,63431,2114,881,24976,90012
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,ALL OTHER,EVERYDAY,31372,2580,867,2231,29651
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,128,69,18,37,162
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,SOUR,EVERYDAY,3,16,9,29,76
NUT,FUTURE,NUT,BOX,NUT,EVERYDAY,2451,1832,1455,392,2821
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,60,17,42,8,26
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ASSORTED,EVERYDAY,12,7,15,10,17
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,30,129,68,96,28
NUT,FUTURE,NUT,ALL OTHER,ALL OTHER,EVERYDAY,20,6,2,3,35
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,22,3,19,13,31
NUT,IMMEDIATE,NUT,SINGLE SIZE,FRUIT,EVERYDAY,20,68302,180622,239,324
NOVELTY,IMMEDIATE,NOT APPLICABLE,CHANGEMAKER,ASSORTED,SEASONAL,127215,6,2,60787,449366
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ALL OTHER,EVERYDAY,256,533,41,12099,1765
GUMMY,FUTURE,GUMMY,TUB,ASSORTED,EVERYDAY,62,3,5570,153784,1576
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,FRUIT,EVERYDAY,40,29796,135056,100,87
NUT,FUTURE,NUT,PEG BAG,NUT,EVERYDAY,7946,10502,3980,3993,26859
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ALL OTHER,EVERYDAY,24465,45080,9348,5856,2216
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,521,580,803,572,2562
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,194,724,942,1844,8736
NUT,FUTURE,NUT,LAYDOWN BAG,NUT,EVERYDAY,824,1158,1672,2094,5503
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,182,612,1018,295,954
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,3,2,1,1,4
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ALL OTHER,EVERYDAY,380,450,102,81,77
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,317,348,504,665,1599
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ASSORTED,EVERYDAY,38,3,8,162,418
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,1139,885,470,365,468
AO CHEWY,FUTURE,ETHNIC,LAYDOWN BAG,SOUR,EVERYDAY,1112,622,329,158,580
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,28649,6734,248,797,3772
NUT,IMMEDIATE,NUT,SHARE SIZE,NUT,EVERYDAY,109,1517,1501,1323,5071
LOLLIPOP,FUTURE,ETHNIC,LAYDOWN BAG,ALL OTHER,EVERYDAY,125,238,100,5923,22707
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,5073,4295,1943,1637,1515
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,5607,5398,4500,2587,1568
AO CHEWY,FUTURE,ETHNIC,PEG BAG,FRUIT,EVERYDAY,3412,1896,2328,985,589
HARD CANDY,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,166,47,122,65151,2243
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,FRUIT,EVERYDAY,21411,845,368,100,266
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,556,182,156,71,289
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,BOX,ASSORTED,EVERYDAY,2822,3080,2567,2957,3447
AO CHEWY,FUTURE,CLASSIC FAVORITES,TUB,ALL OTHER,EVERYDAY,4284,5477,4542,3919,3555
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,SOUR,EVERYDAY,3225,4004,3374,3092,3072
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,4029,4732,3637,4224,3990
ASSORTMENT MIXES,IMMEDIATE,ASSORTMENT MIXES,SINGLE SIZE,ASSORTED,EVERYDAY,19136,10731,6754,4245,131
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,5976,11967,5285,2285,3022
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,ASSORTED,EVERYDAY,11279,29840,6105,4110,6146
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,FRUIT,EVERYDAY,1,1134,7341,868,230
LICORICE,FUTURE,LICORICE,STANDUP BAG,ALL OTHER,EVERYDAY,10075,1283,1088,500,4705
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,1194,606,336,105,76
GUMMY,FUTURE,GUMMY,TUB,SOUR,EVERYDAY,2027,5614,2753,3250,2836
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,10910,8803,1532,562,3284
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,59,294,120,142,315
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,ASSORTED,EVERYDAY,11098,5090,4719,4950,6937
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,3485,5881,4758,3506,10066
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,478,391,292,294,1419
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,11085,11238,8734,10701,26166
NOVELTY,FUTURE,NOT APPLICABLE,BOX,FRUIT,SEASONAL,16457,14517,19884,19308,26505
ASSORTMENT MIXES,FUTURE,NOT APPLICABLE,LAYDOWN BAG,ASSORTED,SEASONAL,3223,11002,8543,10833,24284
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,SOUR,EVERYDAY,34674,27672,19727,25933,27405
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,PEG BAG,ASSORTED,EVERYDAY,478,480,419,613,1979
LOLLIPOP,FUTURE,KIDS NOVELTY,PEG BAG,FRUIT,EVERYDAY,231,187,37,49,45
LICORICE,IMMEDIATE,LICORICE,SHARE SIZE,FRUIT,EVERYDAY,15,111,247,296,1114
FRUITY CHEWY,FUTURE,LICORICE,BOX,FRUIT,EVERYDAY,44,116,337,364,350
NUT,FUTURE,CLASSIC FAVORITES,TUB,NUT,EVERYDAY,19,52,42,349,413
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,SOUR,EVERYDAY,1914,2045,2717,1965,2180
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,110,280,556,439,1072
LOLLIPOP,IMMEDIATE,ETHNIC,SINGLE SIZE,ASSORTED,EVERYDAY,117,124,64,32,138
AO CHEWY,FUTURE,ETHNIC,LAYDOWN BAG,ASSORTED,EVERYDAY,1673,1955,949,4453,5461
GUMMY,FUTURE,NOT APPLICABLE,BOX,ASSORTED,SEASONAL,12775,12905,15673,13883,22498
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,180,240,1322,1568,965
GUMMY,IMMEDIATE,GUMMY,SHARE SIZE,FRUIT,EVERYDAY,5419,2526,330,1246,7994
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,2933,2106,2405,1673,1233
AO CHEWY,IMMEDIATE,ETHNIC,SINGLE SIZE,ALL OTHER,EVERYDAY,954,369,190,43,75
NUT,FUTURE,NUT,PEG BAG,ALL OTHER,EVERYDAY,52,5258,54237,865,3335
NOVELTY,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,1535,1080,263,131,84
AO CHEWY,FUTURE,CLASSIC FAVORITES,BOX,CARAMEL,EVERYDAY,1,6,373,18,57
NUT,IMMEDIATE,ETHNIC,SHARE SIZE,NUT,EVERYDAY,181,1307,1567,969,2392
HARD CANDY,FUTURE,CLASSIC FAVORITES,BOX,FRUIT,EVERYDAY,234,2897,2181,989,1918
FRUITY CHEWY,FUTURE,KIDS NOVELTY,PEG BAG,ASSORTED,EVERYDAY,81,595,641,101,486
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,1672,2473,2607,3586,6455
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,83742,89490,19555,20989,43359
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,FRUIT,EVERYDAY,74,7,15,38,269
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,3989,3194,1717,1115,4273
NOVELTY,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ASSORTED,EVERYDAY,5087,14594,15986,9552,12402
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,7397,16061,18694,9094,14727
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SINGLE SIZE,ASSORTED,EVERYDAY,48921,50542,45633,11229,2130
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,913,585,314,1076,2927
GUMMY,FUTURE,GUMMY,PEG BAG,FRUIT,EVERYDAY,38,40,91,487,971
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,SOUR,EVERYDAY,302,461,474,93,1690
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,238,262,386,495,2116
GUMMY,FUTURE,GUMMY,STANDUP BAG,ASSORTED,EVERYDAY,7655,6942,7007,7078,20471
FRUITY CHEWY,IMMEDIATE,MAINLINE,CHANGEMAKER,SOUR,EVERYDAY,3760,3152,3209,3379,12800
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,SOUR,EVERYDAY,1027,877,15,652,4158
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,ALL OTHER,ASSORTED,EVERYDAY,4853,3404,4540,4770,19561
NUT,IMMEDIATE,ETHNIC,SINGLE SIZE,NUT,EVERYDAY,625,680,1633,1761,6932
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,9,5,131,369,406
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,279,385,325,211,618
LOLLIPOP,FUTURE,NOT APPLICABLE,STANDUP BAG,ASSORTED,SEASONAL,5577,5468,7842,4706,2116
AO CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,1216,305,160,198,145
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,ALL OTHER,EVERYDAY,1154,668,252,17,143
NUT,IMMEDIATE,NOT APPLICABLE,SHARE SIZE,NUT,SEASONAL,1053,492,305,18,146
NUT,FUTURE,NUT,PEG BAG,ALL OTHER,EVERYDAY,26242,21405,26405,20029,30784
HARD CANDY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,93,49,28,22,34
GUMMY,IMMEDIATE,GUMMY,SINGLE SIZE,ASSORTED,EVERYDAY,4175,4421,4672,4366,10251
LOLLIPOP,IMMEDIATE,ETHNIC,CHANGEMAKER,FRUIT,EVERYDAY,1834,1505,921,931,1154
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,FRUIT,EVERYDAY,7952,1764,430,238,10998
AO CHEWY,IMMEDIATE,MAINLINE,SHARE SIZE,FRUIT,EVERYDAY,3043,3063,2507,2599,5497
LICORICE,FUTURE,LICORICE,PEG BAG,SOUR,EVERYDAY,1794,1187,1991,1585,12528
GUMMY,FUTURE,GUMMY,PEG BAG,SOUR,EVERYDAY,843,1735,2198,1962,3645
ASSORTMENT MIXES,IMMEDIATE,ASSORTMENT MIXES,CHANGEMAKER,ASSORTED,EVERYDAY,1637,2449,2961,2545,19194
AO CHEWY,IMMEDIATE,CLASSIC FAVORITES,SHARE SIZE,ALL OTHER,EVERYDAY,5400,8869,6584,6675,25236
NOVELTY,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,1143,390,223,247,2414
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,CARAMEL,EVERYDAY,708,1094,1324,809,3812
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,ASSORTED,EVERYDAY,1751,2968,3070,1652,4092
LICORICE,IMMEDIATE,LICORICE,SHARE SIZE,ASSORTED,EVERYDAY,1897,2615,1077,1112,4811
AO CHEWY,IMMEDIATE,ETHNIC,CHANGEMAKER,FRUIT,EVERYDAY,499,691,270,376,1690
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,CHANGEMAKER,FRUIT,EVERYDAY,1523,2014,2548,2630,6870
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,2345,4108,5400,4107,14774
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,5743,5287,5038,3130,6623
FRUITY CHEWY,FUTURE,MAINLINE,ALL OTHER,FRUIT,EVERYDAY,3644,2085,2648,3340,11206
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,ASSORTED,EVERYDAY,802,3314,4505,5773,8439
FRUITY CHEWY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,FRUIT,EVERYDAY,2889,1751,1023,671,2739
GUMMY,FUTURE,GUMMY,BOX,ALL OTHER,EVERYDAY,3943,2314,438,175,171
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SINGLE SIZE,FRUIT,EVERYDAY,242,156,290,417,980
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,3081,145,84,84240,49352
HARD CANDY,FUTURE,ETHNIC,LAYDOWN BAG,ALL OTHER,EVERYDAY,230,47,566,126801,83745
NUT,FUTURE,NUT,PEG BAG,ASSORTED,EVERYDAY,7069,15962,15910,16032,16898
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,3836,10993,12145,11045,12833
LOLLIPOP,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,175,626,890,502,5
LICORICE,FUTURE,LICORICE,PEG BAG,FRUIT,EVERYDAY,323,392,232,142,179
NOVELTY,IMMEDIATE,ETHNIC,CHANGEMAKER,FRUIT,EVERYDAY,8197,5792,1173,76,14846
LOLLIPOP,IMMEDIATE,KIDS NOVELTY,SHARE SIZE,ASSORTED,EVERYDAY,7521,8342,6913,6481,15743
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,3046,3627,3204,2782,4194
NUT,FUTURE,NUT,LAYDOWN BAG,NUT,EVERYDAY,4647,5032,4311,4121,5134
LOLLIPOP,FUTURE,KIDS NOVELTY,PEG BAG,FRUIT,EVERYDAY,10033,10186,8438,8672,18238
NUT,IMMEDIATE,ETHNIC,CHANGEMAKER,ALL OTHER,EVERYDAY,14533,15721,14243,12925,29396
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,SOUR,EVERYDAY,4601,4658,4081,4384,5579
HARD CANDY,FUTURE,CLASSIC FAVORITES,BOX,FRUIT,EVERYDAY,4462,4807,3962,3856,5654
AO CHEWY,FUTURE,CLASSIC FAVORITES,PEG BAG,NUT,EVERYDAY,9260,4445,394,14,13892
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ASSORTED,EVERYDAY,2515,1600,604,368,1800
FRUITY CHEWY,FUTURE,MAINLINE,TUB,FRUIT,EVERYDAY,6104,5809,5823,7752,18645
HARD CANDY,FUTURE,CLASSIC FAVORITES,PEG BAG,ALL OTHER,EVERYDAY,15015,14853,12569,13634,31867
AO CHEWY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,17212,17916,15686,16210,10354
NUT,FUTURE,NUT,TUB,NUT,EVERYDAY,782,561,431,684,3371
AO CHEWY,FUTURE,ETHNIC,BOX,ALL OTHER,EVERYDAY,5053,4996,4537,4649,5077
FRUITY CHEWY,FUTURE,LICORICE,PEG BAG,ASSORTED,EVERYDAY,12327,12791,10742,11935,8653
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,FRUIT,EVERYDAY,2512,2517,2331,2320,2622
HARD CANDY,FUTURE,ETHNIC,PEG BAG,ALL OTHER,EVERYDAY,77,194,459,556,2437
NUT,FUTURE,NUT,BOX,NUT,EVERYDAY,7847,7723,6278,7771,18579
LOLLIPOP,FUTURE,KIDS NOVELTY,LAYDOWN BAG,FRUIT,EVERYDAY,3945,4130,4793,3101,9459
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,1106,2056,886,1101,341
FRUITY CHEWY,FUTURE,MAINLINE,LAYDOWN BAG,FRUIT,EVERYDAY,1788,1187,1845,1228,4074
NUT,FUTURE,NUT,TUB,FRUIT,EVERYDAY,1065,667,651,1672,6633
LOLLIPOP,FUTURE,ETHNIC,LAYDOWN BAG,ASSORTED,EVERYDAY,257,332,74,482,651
GUMMY,FUTURE,GUMMY,LAYDOWN BAG,ASSORTED,EVERYDAY,1753,1556,368,89,26
AO CHEWY,FUTURE,KIDS NOVELTY,LAYDOWN BAG,ALL OTHER,EVERYDAY,485,307,10,24,32
HARD CANDY,FUTURE,CLASSIC FAVORITES,LAYDOWN BAG,ALL OTHER,EVERYDAY,1126,371,120,53,77
GUMMY,IMMEDIATE,GUMMY,CHANGEMAKER,SOUR,EVERYDAY,78,25,1,15,58
LICORICE,FUTURE,LICORICE,LAYDOWN BAG,FRUIT,EVERYDAY,4447,1507,4070,4440,4535
GUMMY,FUTURE,GUMMY,PEG BAG,ASSORTED,EVERYDAY,710,1755,1375,334,487
GUMMY,FUTURE,ETHNIC,PEG BAG,ASSORTED,EVERYDAY,34,58,27,33,44
GUMMY,IMMEDIATE,GUMMY,THEATER BOX,SOUR,EVERYDAY,259,122,711719,82880,5588
ASSORTMENT MIXES,FUTURE,ASSORTMENT MIXES,LAYDOWN BAG,ASSORTED,EVERYDAY,145,74,578643,59769,6592
FRUITY CHEWY,IMMEDIATE,CLASSIC FAVORITES,THEATER BOX,FRUIT,EVERYDAY,30,5537,21438,1541,18767
